Location,Address,City,STATE,Zip,Manufacturer,Year Built
Anne Bates Leach Eye Hospial,900 Nw 17 St/Leach Eye Hos/Mech,Miami,FL,33136,Cleaver Brooks,1974
Lincoln High School,3838 Trojan Trl/Blrm/Lincoln Hs,Tallahassee,FL,32301,Trane,1974
Lincoln High School,3838 Trojan Trl/Blrm/Lincoln Hs,Tallahassee,FL,32301,Trane,1974
Brownette Building,4080 Woodcock/Brownette Bldg,Jacksonville,FL,32207,Cleaver Brooks,1974
Plumosa Elementary School,1712 Ne 2Nd Ave/Blr Rm,Delray Beach,FL,33444,Eclipse,1974
South Technical Ed Center,1300 Sw 30Th Ave/So Tech Ctr,Boynton Beach,FL,33426,Rite,1974
Mar Bay Hotel/Blr Rm,26 Diplomat Parkway,Hallandale,FL,33009,Lochinvar Corporation,1974
Mar Bay Hotel/Blr Rm/Engineering,26 Diplomat Parkway,Hallandale,FL,33009,Lochinvar Corporation,1974
H.S. Moody Elementary School,5425 38Th Avenue West/Blr Rm,Bradenton,FL,34209,Burnham,1974
Harllee Middle School/Kitchen,6423 9Th Street East,Bradenton,FL,34203,Cleveland Range,1974
Harllee Middle School,6423 9Th St East/Kit/Harllee Ms,Bradenton,FL,34203,Cleveland Range,1974
Disney Village Resorts,Po Box 10000/Bldg 10,Lake Buena Vista,FL,32830,Bryan,1974
West Orange High,1625 S Beulah/West Orange Hs/Boys Locker,Winter Garden,FL,34787,Coats,1974
Piccadilly Cafeteria,200 N Ridgewood Ave/Blr Rm,Daytona,FL,32114,Kewanee,1974
Gill Jones Office Bldg,3425 Lake Alfred Road/Blr Rm,Winter Haven,FL,33881,Cleaver Brooks,1974
Mayan Villas North Apartments,5873 74Th Terrace Sw/3Rd Floor,Miami,FL,33143,A O Smith Water Products Co,1974
International University,11200 Sw 8Th/Roof Owa Eitan,Miami,FL,33191,Weil Mclain,1974
International University,11200 Sw 8Th/Roof Owa Eitan Bldg,Miami,FL,33191,Weil Mclain,1974
International University,1220 Sw 8Th/Roof Owa Eitan,Miami,FL,33191,Weil Mclain,1974
International University,11200 Sw 8Th/Roof Owa Eitan,Miami,FL,33191,Weil Mclain,1974
Holmes County Corrections,1001 Waits Ave/A Dorm Cwc,Caryville,FL,32427,Lochinvar Corporation,1974
Vacation Host Inn/Engin,3330 South Pine Ave/Blr Rm,Ocala,FL,34471,Thermo-Pak,1974
Chalfonte Towers 500 & 550/Roof Blr Rm,550 Ocean(#15 Insp 5/12/99),Boca Raton,FL,33432,Raypak,1974
Chalfonte Towers 500 & 550/Roof Blr Rm,550 Ocean Blvd/Marek Dereszywski,Boca Raton,FL,33432,Raypak,1974
Suncoast High School,600 W 28Th St/Suncoast Hs,Riviera Beach,FL,33404,Ack-O-Matic,1974
Holiday House Of Venice,455 Us 41 Bypass N.,Venice,FL,34285,Raypak,1974
Holiday Surf & Racquet Club,510 Gulf Shore Drive/2Nd Flr,Destin,FL,32541,Coates,1974
Flamingo Apartments,35 Dufferin/Blr Rm,Saint Augustine,FL,33316,H B Smith,1974
Lake Weir Middle School,10220 Se Sunset Harbor Rd/Lk Weir Ms,Summerfield,FL,34491,Peerless,1974
South Brooksville Community Center,835 School St/Kitchen,Brooksville,FL,34601,Cleveland Range,1974
Martin County High,2801 S Kanner Hwy/N Chiller/Martin Hs,Stuart,FL,34994,Cam,1974
Martin County High,2801 S Kanner Hwy/Martin Co Hs,Stuart,FL,34994,Burnham,1974
Miami Lakes Middle School,6425 Miami Lakes Way E/Mid Schl,Miami Lakes,FL,33014,A O Smith Water Products Co,1974
Rohr Home,2120 Marshal Edwards Dr/Blrm,Bartow,FL,33830,Bryan,1974
Carver Middle School/Blr Rm,700 Hecker Rd E (Early/Owner,Century,FL,32535,Weil Mclain(5'02 Hsb),1974
Berkshire Elementary School,1060 S Kirk Road/Blr Rm,West Palm Beach,FL,33406,Eclipse Lookout,1974
Police Building,501 E Bay Street/Blr Rm,Jacksonville,FL,32202,Pvi,1974
Gulfside Inc,4005 Gulfshore/Blr Rm Roof,Naples,FL,34103,Ruud,1974
Creech'S Ideal Cleaners,501 Main St/Blr Rm,Palatka,FL,32177,Industrial Boiler,1975
First Class Cleaner(Pd 8'01 6.19.00 Insp,1550 W 84Th St (6.3.01 Due),Hialeah,FL,33014,Fulton,1975
Sheridan Dry Cleaner,3337 Sheridan Street,Hollywood,FL,33021,Fulton,1975
Classy Cleaners,2480 W 60Th Street,Hialeah,FL,33016,Fulton,1975
Everett Cleaners,5002 Armenia Ave,Tampa,FL,33603,Fulton,1975
Abc Dry Cleaners,7919 Pines Blvd,Pembrook Pines,FL,33024,Columbia,1975
Executive Cleaners,630 Cypress Gardens Blvd,Winter Haven,FL,33880,Industrial Boiler,1975
Mar'S Dry Cleaners,7020-22 Sw 87Th Avenue,Miami,FL,33173,Fulton,1975
Community Of Landmark,20000 Nw 47Th Ave/Ldry Blr Rm,Opa Locka,FL,33055,Raypak,1975
Tallahassee Memorial,1300 Miccosukee Rd/Power Hse,Tallahassee,FL,32308,Cleaver Brooks,1975
A G Dozier School- Regional Off,4111 South St/A G Dozier Sch,Marianna,FL,32448,Superior,1975
Martin Memorial Hospital,300 Se Hospital Ave/Blrm,Stuart,FL,34994,Cleaver Brooks,1975
Martin Memorial Hospital N,300 Se Hospital Ave/Blr Rm,Stuart,FL,34994,Cleaver Brooks,1975
Chc Gulf Coast Medical Center,449 W 23Rd St/Blrm,Panama City,FL,32405,Kewanee,1975
Chc - Gulf Coast Medical Center,449 West 23 Rd St/Blrm,Panama City,FL,32406,Kewanee,1975
Baptist Hospital Pensacola,1000 W Moreno/Main Blr Rm,Pensacola,FL,32501,Superior(Due 4'21'1#180),1975
Bay Medical Center,615 N Bonita Avenue /Blrm,Panama City,FL,32401,Kewanee,1975
Munroe Regional Medical Center,131 Sw 15 St/Main Blr Rm/John Neander,Ocala,FL,34474,Cleaver Brooks,1975
Munroe Regional Med Ctr/J Neander/Supv.,131 Sw 15Th Street/Blr Rm,Ocala,FL,32671,Cleaver Brooks,1975
Snow White Linnen Services,228 South H Street,Lake Worth,FL,33460,Industrial Boiler,1975
Dillard'S 461/Alterations,1701 Wells Road,Orange Park,FL,32073,Chromalox,1975
Baker School,1369 14Th Street,Baker,FL,32531,"Market Forge Industries, Inc.",1975
Eglin Federal Credit Union,838 N Eglin Parkway/Roof,Ft Walton Beach,FL,32548,Cam Industries,1975
Quality Inn,43824 Us Hwy 27 N/Blr Rm,Davenport,FL,33837,Pvi,1975
Days Inn,2522 N Dale Mabry Highway/Blr Rm,Tampa,FL,33610,Raypak,1975
Lakeshore United Methodist Church,2246 Blanding Blvd/Blr Rm,Jacksonville,FL,32210,Burnham,1975
Travelodge,1626 S Pine Ave/Blr Rm,Ocala,FL,34474,Hydrotherm,1975
Travelodge,1626 Sw Pine Ave/Blr Rm,Ocala,FL,34474,Hydrotherm,1975
Paxon High #75,3239 W 5Th Street/#75/Blrm,Jacksonville,FL,32205,Hb Smith,1975
Double Tree Hilton,440 Seabreeze/Blr Rm,Ft Lauderdale,FL,33316,Teledyne Laars,1975
Mcmillan Howard Junior Middle School,13100 Sw 59Th St/Mcmillan Howard Ms,Miami,FL,33183,A O Smith Water Products Co,1975
Mcmillan Howard Junior Middle School,13100 Sw 59 Street/Blr Rm,Miami,FL,33183,A O Smith Water Products Co,1975
Coral Springs High School,7201 W Sample/Blrm/Crlsprgs Hs,Coral Springs,FL,33065,Cleaver Brooks,1975
Pioneer Middle School,5350 Sw 90Th Ave/Blr Rm,Cooper City,FL,33328,Kewanee,1975
Bair Middle School,9100  - 21St St Manor/Bair Mid/Blrm,Sunrise,FL,33322,Cleaver Brooks,1975
Desotao Juvenile Detention Facility,5871 Se Hwy 31/Pierce Grant Bldg,Arcadia,FL,34266,Kewanee,1975
Desoto Juvenile Detention Facility,5871 Se Sr 31/Quincy Blrm,Arcadia,FL,34266,Kewanee,1975
Nocatee Elementar,4846 Sw Shores Ave/Nocatee Es,Arcadia,FL,33821,Cam Industries,1975
Winter Park 9Th Grade Ctr,523 Huntington Ave/Blr/Winter Prk 9Th,Winter Park,FL,32789,Weil Mclain,1975
Winter Park 9Th Grade Ctr,523 Huntington /Winter Prk 9Th,Winter Park,FL,32789,Weil Mclain,1975
Winter Park 9Th Grade Ctr,523 Huntington /Winter Prk 9Th,Winter Park,FL,32789,Weil Mclain,1975
Miami Southridge Senior High,19355 Sw 114Th Ave/Miami Southridge Hs,Miami,FL,33157,Cleaver Brooks,1975
Southwood Middle School,16301 Sw 80 Ave/Blr Rm,Miami,FL,33157,A O Smith Water Products Co,1975
Southwood Middle School,16301 Sw 80 Ave/Blr Rm,Miami,FL,33157,A O Smith Water Products Co,1975
Desoto Juvenile Facility,5871 Se Highway 31/Blr Rm,Arcadia,FL,34266,Kewanee,1975
Clermont Elementary,680 E Highland Ave/Clermont Es,Clermont,FL,34711,Weil Mclain,1975
Carver Middle School,1100 Beecher St/Blr Rm,Leesburg,FL,34748,Penn,1975
Florida State University,114 Mendenhall/Wfsu Tv Center,Tallahassee,FL,32306,Kewanee,1975
Apalachee Corrections/Classification W,35 Apalachee Dr/Engineering,Sneads,FL,32460,Thermo Pak,1975
Juvenile Justice Ctr,"3300 Nw 27 Ave/Blr,Miami",Miami,FL,33142,York Shipley,1975
Juvenile Justice Ctr,"3300 Nw 27 Ave/Blr, Miami",Miami,FL,33142,York Shipley,1975
Sunland Training Center,3700 Williams Dr/Leisure,Marianna,FL,32446,Industrial Boiler,1975
Escambia County Road Prison,601 Hwy 297A/Blr Rm,Cantonment,FL,32501,Teledyne Laars,1975
Juvenile Justice Center,1800 St Mary W/Mech Rm,Pensacola,FL,32501,Rheem,1975
Saenger Theater,118 S Palafox Street/Basement,Pensacola,FL,32501,Weil Mclain,1975
Department Of Health,1350 Nw 14Th Street/Blrm,Miami,FL,33125,Triad,1975
Health Department,1350 Nw 14Th Avenue/Blrm,Miami,FL,33125,Triad,1975
Health Department,1350 Nw 14Th Avenue/Blr Rm,Miami,FL,33125,Triad,1975
Health Department,1350 Nw 14Th Avenue/Blr Rm,Miami,FL,33125,Triad,1975
Joseph Caleb Community Center,5400 Nw 22Nd Ave/Joseph Caleb Comm Ctr,Miami,FL,33142,Brasch,1975
Suwannee Primary,1625  Sw Walker Ave/Suwannee Primary,Live Oak,FL,32060,Pvi,1975
Howard Johnson'S/Blr Rm,7050 Kirkman Rd/Chief Engineer,Orlando,FL,32809,Lochinvar Corporation,1975
Twin Towers,2600 Blairstone/Twin Twrs/Blrm,Tallahassee,FL,32399,Precision,1975
Twin Towers,2600 Blairstone/Twin Twrs/Blrm,Tallahassee,FL,32399,Precision/Blr Rm,1975
North Fl Evaluation & Treatment Ctr,1200 Ne 55 Blvd/Warehs,Gainesville,FL,32641,Weil Mclain,1975
Radhert Properties/Marbleside Bldg,33 6Th St S/Basement Bl Rm,St Petersburg,FL,33701,Cam Industries,1975
Police Station/Eqrm,611 Collins St/Engineering,Plant City,FL,33566,A O Smith Water Products Co,1975
Usf Mental Health Inst(3'01*Pd 2/8/2),13301 Bruce B. Downs Blvd/Mhh Rm 232,Tampa,FL,33612,Nasco,1975
Morrison Restaurant,300Mary Ester Cutoff/Blr Rm,Mary Esther,FL,32569,Kewanee,1975
Jinks Middle School,600 West 11Th Street/Blr Rm,Panama City,FL,32401,Rite,1975
Bay Breeze Nursing Home,3375 Gulf Breeze/Blr Rm,Gulf Breeze,FL,32561,Raypak,1975
Bay Breeze Nursing Retirement Center,3387 Gulf Breeze Parkway/Blr Rm/Engineer,Gulf Breeze,FL,32561,Raypak,1975
Blountstown Middle School,611 Mayhaw Dr/Blountstown Ms,Blountstown,FL,32424,Hydrotherm,1975
Washington County District Office,206 N 3Rd St/Blr Rm,Chipley,FL,32428,Rite,1975
Embry Riddle Aeronautical University,600 S Clyde Morris Blvd/Library,Daytona Beach,FL,32114,Hydrotherm,1975
Indian River Community College,3209 Virginia Ave/Gym,Ft Pierce,FL,33450,Bryan(Due 3'23'2#294),1975
Palm Beach National Golf & Country Club,7500 St Andrews/Kitchen,Lake Worth,FL,33467,Industrial Boiler,1975
Gardendale Elementary,351 Grove Blvd/Gardendale Es,Merritt Island,FL,32952,Whirlpower,1975
First Presbyterian Church,1233 W. Baya Street/Blr Rm,Lake City,FL,32055,Munroe & Sons,1975
Kappa Kappa Gama-Epsilon Zeta Chapter,528 W Jefferson/Blr Rm,Tallahassee,FL,32301,A O Smith Water Products Co,1975
Keller Intermediate School,420  S 8Th St/Keller Intermed,Macclenny,FL,32063,Pvi,1975
Miami Dade Community College,950 Nw 20 St/Roof Blrm,Miami,FL,33132,Cleaver Brooks,1975
Miami Dade Community College,950 Nw 20 St/Roof Blrm,Miami,FL,33132,Cleaver Brooks,1975
Hillcrest School,3143 Se 17Th St/Kit/Hillcrest,Ocala,FL,34471,Pvi,1975
First Baptist Church Of Panama City,32 W 6Th St/Blr Rm 2Nd Flr,Panama City,FL,32402,Hydrotherm,1975
Grand Prix Motel,2015 S Atlantic Ave/Eng/Blrm,Daytona Beach,FL,32118,Hydrotherm,1975
Times Publishing Company,1301 34Th Street N/Mech Rm,St Petersburg,FL,33713,Crane,1975
Apopka High,555 W Martin St/Apopka Hs,Apopka,FL,32712,Cam Industries,1975
Apopka High,555 W Martin St/Apopka Hs/Gym,Apopka,FL,32712,Cam Industries,1975
Apopka High,555 W Martin/Apopka Hs/Stad,Apopka,FL,32712,Pvi,1975
Apopka High School/Blr Rm,555 W Martin Street,Apopka,FL,32712,Pvi,1975
American Senior High School,18350 Nw 67Th Ave,Miami,FL,33015,Cleaver Brooks,1975
The Edge At 42Nd Street,4200 Fletcher/Roof,Tampa,FL,33613,Pacific,1975
Deland High School,1400 S Aquarius Avenue/Mech Room,Deland,FL,32720,Celveland Range,1975
Ocean 14 Association,1301 1St St South/Roof,Jacksonville,FL,32250,Burnham,1975
Camp Blanding National Guard,Highway 16 East  Bldg 3514,Starke,FL,32091,Pvi,1975
Double Tree Hilton,440 Seabreeze/Blr Rm,Ft Lauderdale,FL,33316,Teledyne Laars,1975
Ocean Trail Condo,200 Ocean Trail Way/Roof,Jupiter,FL,33477,Rite,1975
Tampa Baptist Manor Apts,215 Grand Central/Outside Rear,Tampa,FL,33601,Raypak,1975
Hillsborough Community College,2112 N 15 St/4Th Fl/Lrc Bldg/Ybor,Tampa,FL,33605,Lochinvar Corporation,1975
Edison Community College,8099 College Pkwy/Len Hard,Fort Myers,FL,33919,Pvi Industries,1975
St Paul'S Catholic School,1320 Sunshine/Blr Rm,Leesburg,FL,34748,Kewanee,1975
Playa Del Sol Assoc Inc,3500 Galt Ocean/Blr Rm,Fort Lauderdale,FL,33309,Thermo-Pak,1975
Indian River State College,3209 Virginia/Mens Locker Rm,Ft Pierce,FL,34981,Bryan,1975
Seralago Hotel & Suites,5678 W Irlo Bronson/Rm 5 -600,Kissimmee,FL,34746,Pvi Industries,1975
Gadsden Technical Institute,201 Ml King Blvd/Gadsden Tech,Quincy,FL,32351,Weil Mclain,1975
Gocio Elementary,3450 Gocio Rd/Gocio Es/#1,Sarasota,FL,34235,Weil Mclain,1975
Miami Lakes Middle School,6425 Miami Lakes Way E/Mid Schl,Miami Lakes,FL,33014,A O Smith Water Products Co,1975
Helmsley Sandcastle Hotel,1540 Ben Franklin/Blr Rm,Sarasota,FL,33577,Rudd,1975
Motel 6 #0364,281 Venice Bypass N/Mech/#0364,Venice,FL,34292,Raytherm,1975
Motel 6 #0364,281 Venice Bypass N/Mech/#0364,Venice,FL,34292,Raytherm,1975
Wilkinson Elementary,3400 Wilkinson Road/Blr Rm,Sarasota,FL,34231,Weil Mclain,1975
Gulf Breeze High/Kitchen,675 Gulf Breeze Parkway,Gulf Breeze,FL,32561,"Market Forge Industries, Inc.",1975
Sneads High,8066 Old Spanish Trl/Sneads Hs,Sneads,FL,32460,"Market Forge Industries, Inc.",1975
Cottondale High School,Hwy 90 E/Kitchen,Cottondale,FL,32431,"Market Forge Industries, Inc.",1975
Graceville High,5539 Brown St/Graceville Hs,Graceville,FL,32440,Pvi,1975
Graceville High,5539 Brown St/Graceville Hs,Graceville,FL,32440,Pvi,1975
Haney Vo Tech Center,3016 Hwy 77  /  Haney Vo Tech,Panama City,FL,32405,Weil Mclain,1975
Sunland Training Center,3700 Williams Dr/Food Srvc,Marianna,FL,32446,Industrial Boiler,1976
Apalachee Corrections,35 Apalachee Dr/Lndry/Apalachee Ci,Sneads,FL,32460,Cleaver Brooks,1976
University Of Florida,704 Radio R0Ad- Bldg 714/Laundry,Gainesville,FL,32611,B E & S,1976
Parrish Medical Ctr/Old Hospital,951 N Washington Ave/Engineering,Titusville,FL,32796,Cleaver Brook(4'26'2#294,1976
Doctors Hospital,5000 University Dr/Main Blrm,Coral Gables,FL,33146,Cleaver Brooks,1976
Community Hospital Of New Port Richey,5637 Marine Pkwy /Blrm,New Port Richey,FL,34656,Bryan,1976
Mary'S Coin Wash,9711 Sw 77Th Avenue,Miami,FL,33156,Fulton,1976
Miami Jackson Senior High School,1751 Nw 36Th Street/Blr Rm,Miami,FL,33142,Cleaver Brooks,1976
Tempo Cleaners,223 Oxford Road,Fern Park,FL,32730,Veit. Inc,1976
Orlando Regional Medical Center,1414 S Kuhl Ave/Blrm,Orlando,FL,32806,Cleaver Brooks,1976
Columbia Healthcare,6500 Newberry/Blr Rm,Gainesville,FL,32605,Kewanee,1976
Goodwill Industries,300 Mabry Street/Blr Rm,Tallahassee,FL,32304,Industrial Boiler,1976
University Days Inn,1901 Sw 13Th St/Mach Rm,Gainesville,FL,32608,A O Smith Water Products Co,1976
University Days Inn,1901 Sw 13 St/E. Blr Rm,Gainesville,FL,32608,A O Smith Water Products Co,1976
Baker School,1369 14Th Street/Blr Rm,Baker,FL,32531,Sellers,1976
St Andrew United Methodist Church,836 Michigan/Blr Rm,Pensacola,FL,32505,Raypak,1976
Ihs At Braden River/Chief Engineer,2010 Manatee Avenue E,Bradenton,FL,34208,Kewanee,1976
Lake Gibson Jr High,6901 N Socrum Loop/Lk Gibson Jr,Lakeland,FL,33809,Pvi,1976
State Farm Insurance Company,8001 Baymeadows Way/Mech Rm,Jacksonville,FL,32216,Cleaver Brooks,1976
Pine Estates Elementary #250,10741 Pine Estates Rd/Blr Rm,Jacksonville,FL,32218,Ruud,1976
Days Inn,9301 S Orange Blossom Trl,Orlando,FL,32801,Raypak,1976
Pensacola Christian College,220 Brent Lane/Coberly North,Pensacola,FL,32523,Ray Pak,1976
Highland Oaks Middle School,2375 Ne 203Rd Street/Blr Rm,Miami,FL,33180,A O Smith Water Products Co,1976
Highland Oaks Middle School,2375 Ne 203Rd Street/Blr Rm,Miami,FL,33180,A O Smith Water Products Co,1976
Hallandale High School,720 Nw 9Th Ave/Blrm,Hallandale,FL,33009,Kewanee,1976
Itv Beacon School,6600 Nova Drive/Blr Rm,Ft Lauderdale,FL,33024,Teledyne Laars,1976
Labelle High,4050 E Cowboy Way/Kit,Labelle/Kitchen,FL,33935,Jackson,1976
Boone High/Blr Rm,2000 South Mills,Orlando,FL,32806,Weil Mclain,1976
Dommerich Elementary School,1901 Choctaw Trail,Maitland,FL,32751,National(1'5'02),1976
Ridgewood Park Elementary,3401 Pioneer Rd/Blrm/Ridgewood Prk Ele,Orlando,FL,32804,National,1976
Dillard Street Elementary,310 N Dillard St/Blr Rm,Winter Garden,FL,34787,Weil Mclain,1976
Marion Correctional Institute,3269 Nw 105H St/C  Dorm/Marion,Ocala,FL,34475,Burnham,1976
Children & Family/Mach Rm,1621 Ne Waldo Rd/Tacachale/Crocus,Gainesville,FL,32609,Cleaver Brooks,1976
Tachachale Center,1621 Ne Waldo Rd/Blr Rm,Gainesville,FL,32601,Cleaver Brooks,1976
St. Johns Nursing Home/Blr Rm(Early/Owne,189 San Marco Ave/Engineering,St. Augustine,FL,32084,Pvi Industries,1976
Ridgeview Elementary,421 Jefferson Ave/Rm 401/Ridgeview Es,Orange Park,FL,32073,Weil Mclain,1976
Suwannee Elementary East/Kitchen,1625 Walker Sw/Mark Carver,Live Oak,FL,32060,Cleveland Range,1976
Pensacola Christian College,250 Brent Lane/Coberly South,Pensacola,FL,32523,Burnham,1976
Pensacola Christian College,250 Brent Lane/ Coberly North,Pensacola,FL,32523,Burnham,1976
Larry & Penny Thompson Park,12451 Sw 184Th St/Bldg #1,Miami,FL,33177,A O Smith Water Products Co,1976
Larry & Penny Thompson Park,12451 Sw 184Th St/Bldg #2,Miami,FL,33177,A O Smith Water Products Co,1976
Larry & Penny Thompson Park,12451 Sw 184Th Street/Blr Rm 3,Miami,FL,33177,A O Smith Water Products Co,1976
Trinity Presbyterian Church,3400 Bayou/Basement,Pensacola,FL,32503,Rite,1976
Lawtey Correctional,22298 Ne Cr 200-B/A Dorm/Lawtey,Lawtey,FL,32058,Thermo-Pak,1976
Steinhatchee School,1209 1St Ave Se/Kitchen Area,Steinhatchee,FL,32359,Pvi Industries,1976
Brooksville Regional Hospital,55 Ponce De Leon Blvd/Blr Rm,Brooksville,FL,34601,Weil Mclain,1976
San Pablo Elementary #80,801 18Th Ave N/Blr Rm,Jacksonville,FL,32250,Cleaver Brooks,1976
Sheriffs Dept Bldg/Engineering,200 S Pine Avenue/Boiler Room,Live Oak,FL,32060,Hydrotherm,1976
Embry Riddle Aeronautical University,600 S Clyde Morris/Maint Tech,Daytona Beach,FL,32114,Sellers,1976
Egypt Lake Elementary/Gary Bailey,6707 N. Glen Ave/Blr Rm,Tampa,FL,33614,Kewanee,1976
Marshall Middle School/Reg 4,18 S Maryland Ave/Blr Rm/Gary Bailey,Plant City,FL,33566,Columbia,1976
The Shores Retirement Center,1700 3Rd Ave W/Blr Rm,Bradenton,FL,34205,Bryan,1976
Booker T Washington,1407 Estelle Street / Blrm,Tampa,FL,33605,Weil Mclain,1976
Buchanan Junior High,1001 W Bearss/Kitchen,Tampa,FL,33612,Cleveland Range,1976
Florida Community College,11901 Beach Blvd/N Bldg,Jacksonville,FL,32202,Cam,1976
Interlachen High School,Rt 1 Highway 315,Interlachen,FL,32177,Hydrotherm,1976
First Baptist Church,182 Ne Justice Street,Lake City,FL,32055,H.B. Smith,1976
Florida Bar Association/Blr Rm,650 Apalachee Parkway,Tallahassee,FL,32301,Weil Mclain,1976
Delray Full Service Center,301 Sw 14Th/Delray Full Serv,Delray Beach,FL,33444,Cleaver Brooks,1976
Miller Elementary/Blr Rm,4201 Manatee Ave West,Bradenton,FL,34205,Kewanee,1976
Nova University,3100 Sw 9Th Ave/Fire Pp Rm,Ft Lauderdale,FL,33310,Coates,1976
Eighth Street Elementary/Blr Rm Kitchen,513 Se 8Th Street,Ocala,FL,34471,Hydrotherm,1976
Pinellas County Health Dept,310 N Myrtle Ave/Blrm 18Th Fl,Clearwater,FL,33756,Burnham,1976
Washington Mutual Bank,2601 10Th Ave N/Pump Rm,Lake Worth,FL,33461,Pvi Industries,1976
City Hall Administration Building,301 S Ridgewood Ave/Machine Rm,Daytona Beach,FL,32115,A O Smith Water Products Co,1976
City Hall Administration Bldg,301 S Ridgewood Ave/Machine Rm,Daytona Beach,FL,32115,A O Smith Water Products Co,1976
City Hall Administration Building,301 S Ridgewood Ave/Blr Rm,Daytona Beach,FL,32115,A O Smith Water Products Co,1976
Ed Fraser Memorial Hospital,159 North 3Rd Street/Blr Rm,Macclenny,FL,32063,Weil Mclain,1976
Fulton'S Crab House  - Roof Blrm,1670 Buena Vista Drive,Lake Buena Vista,FL,32830,Bryan,1976
Memorial Manor,777 S. Douglas Road/Blrm,Pembroke Pines,FL,33025,A O Smith Water Products Co,1976
Oak Hill Elementary School,11 S Hiawassee Rd/Kitchen,Orlando,FL,32835,Jackson,1976
Sallie Jones Elementary/Blr Rm,1221 Cooper Street,Punta Gorda,FL,33950,Bryan,1976
Mirasol Ocean Towers Condo,2655 Collins/Roof,Miami Beach,FL,33140,Thermopak,1976
Mirasol Ocean Towers Condo,2655 Collins Ave/Roof,Miami Beach,FL,33140,Thermopak,1976
Chi Omega Sor0Rity,807 W Panhellenic Drive,Gainesville,FL,32601,Weil Mclain,1976
Camp Blanding National Guard,Highway 16 East- Bldg 4861,Starke,FL,32091,Pvi Industries,1976
Camp Blanding National Guard,Highway 16 East     Bldg 4857,Starke,FL,32091,Pvi Industries,1976
Camp Blanding National Guard,Highway 16 East Bldg 4855,Starke,FL,32091,Pvi Industries,1976
Camp Blanding National Guard,Highway 16 East Bldg 4853,Starke,FL,32091,Pvi Industries,1976
Camp Blanding National Guard,Highway 16 East  Bldg 4871,Starke,FL,32091,Pvi Industries,1976
Camp Blanding National Guard,Highway 16 East Bldg 4873,Starke,FL,32091,Pvi Industries,1976
Delta Delta Delta Sorority,1134 E Panhellanic Dr/Blr Rm,Gainesville,FL,32601,Hydrotherm,1976
Holiday Inn Madiera Beach/Blr Rm Roof,15208 Gulf Blvd/Engineering,Madeira Beach,FL,33708,Pvi Industries,1976
Best Western/4Th Floor,6233 International Drive,Orlando,FL,32819,Pvi Industries,1976
